payment_fact_key,payment_id,rental_id,customer_key,film_key,store_key,staff_key,payment_date_key,payment_amount,payment_count
3409,3410,14477,126,343,1,2,20050821,2.99,1
3410,3411,14577,126,428,2,2,20050821,2.99,1
3411,3412,15741,126,922,2,2,20050823,4.99,1
3412,3413,16007,126,710,1,1,20050823,7.99,1
3413,3414,452,127,656,2,1,20050527,0.99,1
3414,3415,708,127,688,2,1,20050529,0.99,1
3415,3416,1293,127,632,1,1,20050615,4.99,1
3416,3417,1803,127,828,2,2,20050616,2.99,1
3417,3418,2412,127,424,1,2,20050618,3.99,1
3418,3419,4652,127,913,1,1,20050708,5.99,1
3419,3420,4811,127,878,2,2,20050708,5.99,1
3420,3421,5499,127,333,2,2,20050710,2.99,1
3421,3422,5983,127,78,1,2,20050711,2.99,1
3422,3423,7912,127,163,2,1,20050728,4.99,1
3423,3424,8209,127,545,1,2,20050728,6.99,1
3424,3425,9859,127,892,1,1,20050731,6.99,1
3425,3426,10197,127,264,2,1,20050801,2.99,1
3426,3427,10787,127,715,1,1,20050801,10.99,1
3427,3428,10973,127,778,1,1,20050802,7.99,1
3428,3429,11235,127,549,2,1,20050802,0.99,1
3429,3430,12060,127,518,1,2,20050817,4.99,1
3430,3431,12820,127,645,1,2,20050819,2.99,1
3431,3432,13043,127,5,2,2,20050819,4.99,1
3432,3433,13091,127,394,1,1,20050819,2.99,1
3433,3434,14030,127,230,1,2,20050820,2.99,1
3434,3435,14189,127,478,1,1,20050821,2.99,1
3435,3436,15463,127,190,2,1,20050823,5.99,1
3436,3437,15736,127,930,1,2,20050823,5.99,1
3437,3438,888,128,86,1,2,20050530,5.99,1
3438,3439,1131,128,582,2,2,20050531,2.99,1
3439,3440,2519,128,260,2,2,20050619,7.99,1
3440,3441,2565,128,511,1,1,20050619,0.99,1
3441,3442,3751,128,797,2,1,20050706,0.99,1
3442,3443,3995,128,869,2,2,20050706,5.99,1
3443,3444,5270,128,333,1,1,20050709,2.99,1
3444,3445,5647,128,321,1,1,20050710,4.99,1
3445,3446,5997,128,774,1,2,20050711,4.99,1
3446,3447,6186,128,452,2,2,20050711,2.99,1
3447,3448,6481,128,522,2,2,20050712,6.99,1
3448,3449,6687,128,600,2,2,20050712,2.99,1
3449,3450,7582,128,859,1,2,20050727,4.99,1
3450,3451,8415,128,638,1,2,20050729,2.99,1
3451,3452,9215,128,785,1,2,20050730,5.99,1
3452,3453,9234,128,362,1,2,20050730,2.99,1
3453,3454,9433,128,241,1,1,20050730,5.99,1
3454,3455,9858,128,56,2,2,20050731,2.99,1
3455,3456,9952,128,356,2,1,20050731,3.99,1
3456,3457,10011,128,132,1,1,20050731,2.99,1
3457,3458,10394,128,361,2,1,20050801,2.99,1
3458,3459,12731,128,374,2,2,20050818,2.99,1
3459,3460,12843,128,723,1,2,20050819,2.99,1
3460,3461,12910,128,864,2,2,20050819,0.99,1
3461,3462,13027,128,821,2,2,20050819,0.99,1
3462,3463,13181,128,278,1,2,20050819,5.99,1
3463,3464,13509,128,809,2,1,20050820,0.99,1
3464,3465,13964,128,22,1,2,20050820,2.99,1
3465,3466,14157,128,976,2,2,20050821,0.99,1
3466,3467,14925,128,98,1,1,20050822,8.99,1
3467,3468,15220,128,42,2,1,20050822,3.99,1
3468,3469,15835,128,300,2,1,20050823,8.99,1
3469,3470,1732,129,496,1,2,20050616,0.99,1
3470,3471,2727,129,717,2,1,20050619,3.99,1
3471,3472,2768,129,663,1,2,20050619,0.99,1
3472,3473,2795,129,808,2,2,20050619,4.99,1
3473,3474,3183,129,961,1,1,20050620,4.99,1
3474,3475,3219,129,664,1,1,20050621,3.99,1
3475,3476,3689,129,696,1,1,20050706,0.99,1
3476,3477,3900,129,328,2,2,20050706,4.99,1
3477,3478,3936,129,925,2,2,20050706,0.99,1
3478,3479,4256,129,304,1,2,20050707,2.99,1
3479,3480,4602,129,790,1,1,20050708,0.99,1
3480,3481,4896,129,660,1,1,20050708,2.99,1
3481,3482,4996,129,970,2,1,20050709,0.99,1
3482,3483,5127,129,797,1,1,20050709,0.99,1
3483,3484,5350,129,159,1,2,20050709,4.99,1
3484,3485,8339,129,408,1,1,20050729,4.99,1
3485,3486,8345,129,231,2,1,20050729,2.99,1
3486,3487,9823,129,967,1,2,20050731,4.99,1
3487,3488,9983,129,77,2,1,20050731,7.99,1
3488,3489,10024,129,59,1,1,20050731,7.99,1
3489,3490,10167,129,271,1,2,20050731,5.99,1
3490,3491,10395,129,62,2,2,20050801,2.99,1
3491,3492,10468,129,458,2,1,20050801,0.99,1
3492,3493,10483,129,331,2,1,20050801,2.99,1
3493,3494,10550,129,432,1,2,20050801,2.99,1
3494,3495,10816,129,201,1,2,20050801,4.99,1
3495,3496,12612,129,231,2,2,20050818,3.99,1
3496,3497,12728,129,693,2,2,20050818,4.99,1
3497,3498,13653,129,878,2,2,20050820,10.99,1
3498,3499,13915,129,263,1,1,20050820,4.99,1
3499,3500,13919,129,202,1,1,20050820,4.99,1
3500,3501,13961,129,491,1,1,20050820,0.99,1
3501,3502,14353,129,352,2,1,20050821,0.99,1
3502,3503,14968,129,727,1,2,20050822,1.99,1
3503,3504,1,130,80,1,1,20050524,2.99,1
3504,3505,746,130,930,1,1,20050529,2.99,1
3505,3506,1630,130,526,2,1,20050616,2.99,1
3506,3507,1864,130,394,1,2,20050617,2.99,1
3507,3508,2163,130,571,2,2,20050617,2.99,1
3508,3509,2292,130,37,2,2,20050618,2.99,1
3509,3510,2535,130,200,2,1,20050619,2.99,1
3510,3511,2982,130,563,2,1,20050620,6.99,1
3511,3512,4339,130,706,2,2,20050707,4.99,1
3512,3513,4485,130,573,1,2,20050708,4.99,1
3513,3514,6353,130,153,1,1,20050711,3.99,1
3514,3515,7181,130,611,2,1,20050727,4.99,1
3515,3516,7728,130,109,2,1,20050728,0.99,1
3516,3517,9452,130,697,2,1,20050730,0.99,1
3517,3518,9637,130,661,1,2,20050731,4.99,1
3518,3519,9724,130,114,2,2,20050731,5.99,1
3519,3520,10568,130,660,2,2,20050801,2.99,1
3520,3521,10645,130,845,2,2,20050801,5.99,1
3521,3522,11811,130,43,2,1,20050817,2.99,1
3522,3523,12094,130,234,1,1,20050817,2.99,1
3523,3524,12777,130,760,1,1,20050818,6.99,1
3524,3525,14111,130,285,2,2,20050821,0.99,1
3525,3526,15574,130,716,1,2,20050823,5.99,1
3526,3527,15777,130,922,1,1,20050823,4.99,1
3527,3528,55,131,252,2,2,20050525,2.99,1
3528,3529,83,131,103,1,1,20050525,4.99,1
3529,3530,944,131,31,2,2,20050530,7.99,1
3530,3531,1646,131,879,2,1,20050616,9.99,1
3531,3532,1768,131,461,2,2,20050616,4.99,1
3532,3533,3515,131,707,2,1,20050706,2.99,1
3533,3534,5233,131,307,1,1,20050709,4.99,1
3534,3535,5395,131,968,1,1,20050709,4.99,1
3535,3536,5610,131,106,1,1,20050710,2.99,1
3536,3537,5726,131,784,1,2,20050710,2.99,1
3537,3538,5874,131,488,1,1,20050710,3.99,1
3538,3539,7557,131,692,2,1,20050727,2.99,1
3539,3540,8071,131,566,1,2,20050728,0.99,1
3540,3541,8267,131,893,2,1,20050729,6.99,1
3541,3542,8570,131,680,2,1,20050729,8.99,1
3542,3543,9323,131,820,1,1,20050730,3.99,1
3543,3544,10179,131,462,2,1,20050731,2.99,1
3544,3545,10459,131,45,1,1,20050801,4.99,1
3545,3546,10861,131,467,2,1,20050802,1.99,1
3546,3547,11971,131,604,2,2,20050817,0.99,1
3547,3548,11973,131,322,1,1,20050817,2.99,1
3548,3549,12216,131,899,1,1,20050818,0.99,1
3549,3550,12263,131,882,1,2,20050818,0.99,1
3550,3551,12372,131,654,1,1,20050818,9.99,1
3551,3552,13050,131,805,2,2,20050819,6.99,1
3552,3553,13346,131,991,2,2,20050819,7.99,1
3553,3554,13353,131,612,2,2,20050819,2.99,1
3554,3555,13407,131,552,2,1,20050819,0.99,1
3555,3556,15659,131,999,2,2,20050823,2.99,1
3556,3557,16042,131,137,2,1,20050823,2.99,1
3557,3558,1843,132,595,2,1,20050616,0.99,1
3558,3559,2208,132,510,1,1,20050618,4.99,1
3559,3560,2384,132,741,1,1,20050618,0.99,1
3560,3561,2608,132,353,2,2,20050619,2.99,1
3561,3562,2924,132,127,1,2,20050620,4.99,1
3562,3563,3121,132,174,1,1,20050620,4.99,1
3563,3564,3706,132,149,2,1,20050706,0.99,1
3564,3565,3825,132,137,2,2,20050706,2.99,1
3565,3566,4168,132,408,2,1,20050707,4.99,1
3566,3567,4534,132,554,1,1,20050708,4.99,1
3567,3568,4557,132,265,1,1,20050708,5.99,1
3568,3569,4903,132,383,2,2,20050708,0.99,1
3569,3570,5391,132,89,2,1,20050709,2.99,1
3570,3571,5684,132,20,1,2,20050710,5.99,1
3571,3572,5703,132,348,2,1,20050710,0.99,1
3572,3573,5715,132,357,2,2,20050710,1.99,1
3573,3574,6239,132,893,2,1,20050711,6.99,1
3574,3575,6978,132,796,1,1,20050727,1.99,1
3575,3576,7432,132,696,2,2,20050727,0.99,1
3576,3577,7631,132,531,2,1,20050728,1.99,1
3577,3578,10243,132,484,1,2,20050801,4.99,1
3578,3579,10400,132,851,1,1,20050801,6.99,1
3579,3580,10619,132,473,2,2,20050801,3.99,1
3580,3581,10638,132,484,1,1,20050801,6.99,1
3581,3582,11140,132,840,1,2,20050802,0.99,1
3582,3583,11812,132,23,2,2,20050817,0.99,1
3583,3584,12133,132,427,1,2,20050817,0.99,1
3584,3585,15874,132,135,1,1,20050823,4.99,1
3585,3586,275,133,374,2,1,20050526,6.99,1
3586,3587,447,133,850,1,2,20050527,2.99,1
3587,3588,1522,133,53,1,2,20050616,3.99,1
3588,3589,2665,133,989,1,2,20050619,7.99,1
3589,3590,3006,133,366,1,1,20050620,0.99,1
3590,3591,3365,133,142,2,2,20050621,0.99,1
3591,3592,4506,133,324,2,2,20050708,6.99,1
3592,3593,4566,133,937,2,2,20050708,2.99,1
3593,3594,4681,133,229,2,1,20050708,6.99,1
3594,3595,4829,133,584,1,2,20050708,2.99,1
3595,3596,5063,133,230,1,2,20050709,2.99,1
3596,3597,6157,133,979,1,1,20050711,4.99,1
3597,3598,6609,133,733,1,1,20050712,3.99,1
3598,3599,7177,133,835,2,1,20050727,2.99,1
3599,3600,7400,133,630,2,1,20050727,0.99,1
3600,3601,8389,133,274,2,2,20050729,6.99,1
3601,3602,9139,133,616,2,2,20050730,2.99,1
3602,3603,9175,133,79,1,1,20050730,0.99,1
3603,3604,9671,133,204,2,2,20050731,0.99,1
3604,3605,10665,133,786,1,1,20050801,0.99,1
3605,3606,12419,133,683,2,1,20050818,4.99,1
3606,3607,12834,133,165,2,1,20050819,4.99,1
3607,3608,13323,133,235,1,2,20050819,2.99,1
3608,3609,13455,133,291,1,1,20050820,1.99,1
3609,3610,13910,133,56,2,2,20050820,2.99,1
3610,3611,15080,133,206,1,2,20050822,0.99,1
3611,3612,16009,133,670,2,1,20050823,6.99,1
3612,3613,366,134,79,1,1,20050527,3.99,1
3613,3614,798,134,245,1,2,20050529,0.99,1
3614,3615,814,134,345,1,1,20050529,6.99,1
3615,3616,1124,134,995,1,2,20050531,4.99,1
3616,3617,1618,134,818,1,1,20050616,9.99,1
3617,3618,1784,134,830,2,2,20050616,0.99,1
3618,3619,1881,134,34,2,2,20050617,0.99,1
3619,3620,3267,134,247,2,1,20050621,5.99,1
3620,3621,5315,134,127,2,1,20050709,4.99,1
3621,3622,6226,134,605,2,2,20050711,2.99,1
3622,3623,6659,134,494,2,1,20050712,0.99,1
3623,3624,7516,134,471,1,2,20050727,2.99,1
3624,3625,7965,134,803,2,2,20050728,4.99,1
3625,3626,8650,134,282,1,2,20050729,1.99,1
3626,3627,10864,134,369,2,1,20050802,6.99,1
3627,3628,11280,134,402,2,1,20050802,3.99,1
3628,3629,11283,134,70,1,1,20050802,4.99,1
3629,3630,11482,134,307,1,2,20050802,4.99,1
3630,3631,12754,134,902,1,1,20050818,7.99,1
3631,3632,12987,134,800,2,2,20050819,2.99,1
3632,3633,13006,134,693,2,2,20050819,2.99,1
3633,3634,14265,134,684,2,2,20050821,2.99,1
3634,3635,15963,134,836,1,2,20050823,2.99,1
3635,3636,78,135,887,1,1,20050525,5.99,1
3636,3637,753,135,228,2,2,20050529,3.99,1
3637,3638,1272,135,687,2,2,20050615,0.99,1
3638,3639,1671,135,833,2,2,20050616,1.99,1
3639,3640,2941,135,793,1,2,20050620,2.99,1
3640,3641,4102,135,870,2,1,20050707,0.99,1
3641,3642,5054,135,871,2,2,20050709,7.99,1
3642,3643,5541,135,269,2,1,20050710,0.99,1
3643,3644,6117,135,573,1,1,20050711,3.99,1
3644,3645,6461,135,391,1,1,20050712,3.99,1
3645,3646,6817,135,40,2,1,20050712,3.99,1
3646,3647,7297,135,403,2,2,20050727,4.99,1
3647,3648,7437,135,574,1,1,20050727,0.99,1
3648,3649,7554,135,392,1,1,20050727,7.99,1
3649,3650,7734,135,598,1,1,20050728,0.99,1
3650,3651,8315,135,311,1,1,20050729,0.99,1
3651,3652,8885,135,654,2,2,20050730,7.99,1
3652,3653,8987,135,314,1,1,20050730,6.99,1
3653,3654,10091,135,409,2,2,20050731,4.99,1
3654,3655,10471,135,367,1,2,20050801,0.99,1
3655,3656,10611,135,213,1,1,20050801,2.99,1
3656,3657,10698,135,601,1,1,20050801,3.99,1
3657,3658,11194,135,599,2,2,20050802,5.99,1
3658,3659,11704,135,244,2,1,20050817,7.99,1
3659,3660,12249,135,784,2,1,20050818,2.99,1
3660,3661,13035,135,890,1,1,20050819,0.99,1
3661,3662,14005,135,309,2,1,20050820,0.99,1
3662,3663,14136,135,59,2,2,20050821,5.99,1
3663,3664,15908,135,535,1,2,20050823,2.99,1
3664,3665,13390,135,625,2,1,20060214,0.99,1
3665,3666,1150,136,356,2,2,20050531,2.99,1
3666,3667,2104,136,678,1,2,20050617,2.99,1
3667,3668,4927,136,562,1,1,20050708,0.99,1
3668,3669,5627,136,55,1,1,20050710,3.99,1
3669,3670,6142,136,376,1,2,20050711,3.99,1
3670,3671,6585,136,448,1,1,20050712,8.99,1
3671,3672,9319,136,886,1,2,20050730,0.99,1
3672,3673,9764,136,823,1,2,20050731,5.99,1
3673,3674,11992,136,897,2,2,20050817,10.99,1
3674,3675,12287,136,484,1,1,20050818,5.99,1
3675,3676,12539,136,717,1,2,20050818,0.99,1
3676,3677,13992,136,614,2,2,20050820,4.99,1
3677,3678,14379,136,673,1,2,20050821,0.99,1
3678,3679,14437,136,329,2,1,20050821,2.99,1
3679,3680,15439,136,843,1,1,20050823,4.99,1
3680,3681,925,137,704,1,1,20050530,2.99,1
3681,3682,2469,137,434,1,1,20050618,6.99,1
3682,3683,2785,137,181,1,1,20050619,2.99,1
3683,3684,3058,137,208,1,2,20050620,3.99,1
3684,3685,3436,137,601,1,1,20050621,5.99,1
3685,3686,3589,137,818,1,2,20050706,4.99,1
3686,3687,3676,137,429,1,2,20050706,5.99,1
3687,3688,3874,137,408,1,2,20050706,6.99,1
3688,3689,4332,137,374,1,1,20050707,6.99,1
3689,3690,4474,137,977,2,2,20050708,3.99,1
3690,3691,5106,137,22,1,1,20050709,2.99,1
3691,3692,5443,137,647,2,1,20050709,3.99,1
3692,3693,5804,137,468,1,1,20050710,2.99,1
3693,3694,6039,137,385,2,1,20050711,6.99,1
3694,3695,6200,137,717,1,2,20050711,0.99,1
3695,3696,8028,137,596,1,1,20050728,8.99,1
3696,3697,8106,137,215,1,1,20050728,4.99,1
3697,3698,8954,137,220,2,2,20050730,2.99,1
3698,3699,9002,137,421,2,1,20050730,4.99,1
3699,3700,9200,137,722,2,2,20050730,4.99,1
3700,3701,9466,137,570,2,2,20050730,7.99,1
3701,3702,9709,137,455,1,1,20050731,4.99,1
3702,3703,9789,137,135,1,1,20050731,2.99,1
3703,3704,10175,137,804,1,1,20050731,6.99,1
3704,3705,10595,137,215,2,2,20050801,4.99,1
3705,3706,10842,137,287,1,2,20050801,5.99,1
3706,3707,11057,137,690,1,2,20050802,4.99,1
3707,3708,11281,137,478,2,1,20050802,3.99,1
3708,3709,11732,137,101,1,2,20050817,3.99,1
3709,3710,12078,137,150,1,1,20050817,2.99,1
3710,3711,13148,137,382,2,1,20050819,0.99,1
3711,3712,13472,137,676,2,1,20050820,5.99,1
3712,3713,13776,137,532,2,1,20050820,5.99,1
3713,3714,14754,137,512,2,1,20050821,7.99,1
3714,3715,15082,137,444,2,2,20050822,7.99,1
3715,3716,15133,137,747,2,1,20050822,0.99,1
3716,3717,15537,137,649,1,2,20050823,2.99,1
3717,3718,15889,137,172,2,2,20050823,4.99,1
3718,3719,16030,137,904,1,1,20050823,9.99,1
3719,3720,523,138,415,1,1,20050528,2.99,1
3720,3721,1020,138,746,1,1,20050531,0.99,1
3721,3722,1316,138,850,1,2,20050615,0.99,1
3722,3723,2038,138,920,1,2,20050617,0.99,1
3723,3724,2731,138,917,1,1,20050619,7.99,1
3724,3725,3481,138,782,2,2,20050705,2.99,1
3725,3726,5378,138,345,1,1,20050709,0.99,1
3726,3727,5600,138,812,2,1,20050710,1.99,1
3727,3728,5679,138,86,1,1,20050710,4.99,1
3728,3729,6458,138,616,2,1,20050712,2.99,1
3729,3730,6892,138,344,1,1,20050712,0.99,1
3730,3731,7208,138,333,1,1,20050727,2.99,1
3731,3732,7754,138,432,1,1,20050728,2.99,1
3732,3733,8123,138,488,1,2,20050728,4.99,1
3733,3734,8160,138,534,1,2,20050728,3.99,1
3734,3735,8424,138,80,1,1,20050729,3.99,1
3735,3736,9259,138,19,2,2,20050730,1.99,1
3736,3737,9619,138,377,1,1,20050731,0.99,1
3737,3738,9947,138,260,2,1,20050731,9.99,1
3738,3739,10110,138,890,1,1,20050731,0.99,1
3739,3740,10190,138,964,1,2,20050801,4.99,1
3740,3741,10268,138,604,2,1,20050801,3.99,1
3741,3742,10431,138,239,2,1,20050801,5.99,1
3742,3743,11015,138,944,2,1,20050802,4.99,1
3743,3744,11088,138,601,1,1,20050802,0.99,1
3744,3745,11463,138,423,2,1,20050802,0.99,1
3745,3746,12550,138,928,1,2,20050818,2.99,1
3746,3747,12873,138,463,1,2,20050819,2.99,1
3747,3748,14194,138,436,2,1,20050821,1.99,1
3748,3749,14432,138,499,1,2,20050821,4.99,1
3749,3750,14486,138,686,1,2,20050821,4.99,1
3750,3751,14987,138,330,2,1,20050822,4.99,1
3751,3752,15424,138,757,1,1,20050823,2.99,1
3752,3753,15501,138,976,2,1,20050823,0.99,1
3753,3754,1169,139,236,2,2,20050614,2.99,1
3754,3755,1736,139,825,1,1,20050616,2.99,1
3755,3756,2659,139,12,2,1,20050619,0.99,1
3756,3757,2718,139,971,1,2,20050619,7.99,1
3757,3758,4660,139,269,1,2,20050708,0.99,1
3758,3759,4663,139,649,1,2,20050708,2.99,1
3759,3760,5092,139,716,2,2,20050709,2.99,1
3760,3761,5265,139,979,2,2,20050709,7.99,1
3761,3762,5390,139,156,2,1,20050709,6.99,1
3762,3763,5494,139,678,1,1,20050710,6.99,1
3763,3764,6496,139,776,2,1,20050712,6.99,1
3764,3765,6740,139,531,1,2,20050712,0.99,1
3765,3766,7369,139,850,1,1,20050727,0.99,1
3766,3767,7767,139,73,1,2,20050728,5.99,1
3767,3768,9415,139,733,2,2,20050730,2.99,1
3768,3769,9920,139,683,1,2,20050731,4.99,1
3769,3770,10900,139,380,2,1,20050802,2.99,1
3770,3771,12859,139,496,2,1,20050819,6.99,1
3771,3772,13401,139,109,1,2,20050819,3.99,1
3772,3773,14736,139,46,2,2,20050821,5.99,1
3773,3774,14788,139,417,1,1,20050822,2.99,1
3774,3775,15024,139,397,2,1,20050822,2.99,1
3775,3776,15029,139,483,2,2,20050822,2.99,1
3776,3777,15062,139,960,2,1,20050822,2.99,1
3777,3778,15218,139,2,2,1,20050822,9.99,1
3778,3779,15471,139,569,1,1,20050823,3.99,1
3779,3780,15743,139,355,2,1,20050823,0.99,1
3780,3781,1586,140,167,2,1,20050616,4.99,1
3781,3782,1687,140,806,1,1,20050616,2.99,1
3782,3783,2332,140,465,1,2,20050618,6.99,1
3783,3784,3171,140,623,1,2,20050620,0.99,1
3784,3785,6286,140,239,1,1,20050711,4.99,1
3785,3786,6407,140,169,2,1,20050711,9.99,1
3786,3787,6571,140,810,1,2,20050712,0.99,1
3787,3788,6918,140,890,2,1,20050712,2.99,1
3788,3789,7170,140,81,1,1,20050727,4.99,1
3789,3790,9094,140,592,2,1,20050730,4.99,1
3790,3791,9404,140,839,2,1,20050730,0.99,1
3791,3792,10342,140,73,2,1,20050801,6.99,1
3792,3793,11430,140,488,2,2,20050802,3.99,1
3793,3794,12086,140,864,1,1,20050817,4.99,1
3794,3795,12675,140,123,2,1,20050818,4.99,1
3795,3796,13053,140,444,2,2,20050819,10.99,1
3796,3797,15261,140,476,1,1,20050822,2.99,1
3797,3798,15852,140,329,2,1,20050823,2.99,1
3798,3799,930,141,621,2,2,20050530,2.99,1
3799,3800,1242,141,179,1,2,20050615,7.99,1
3800,3801,2895,141,972,1,2,20050620,7.99,1
3801,3802,3434,141,499,1,1,20050621,4.99,1
3802,3803,4057,141,623,1,1,20050707,1.99,1
3803,3804,4297,141,194,1,2,20050707,0.99,1
3804,3805,4656,141,183,2,1,20050708,5.99,1
3805,3806,5062,141,473,2,2,20050709,2.99,1
3806,3807,5769,141,882,1,1,20050710,0.99,1
3807,3808,6979,141,224,1,2,20050727,4.99,1
3808,3809,7878,141,343,1,2,20050728,2.99,1
3809,3810,8434,141,8,2,1,20050729,4.99,1
3810,3811,9073,141,472,2,2,20050730,7.99,1
3811,3812,9584,141,92,1,1,20050731,4.99,1
3812,3813,9683,141,188,1,2,20050731,2.99,1
3813,3814,10287,141,25,1,1,20050801,3.99,1
3814,3815,10379,141,681,2,1,20050801,1.99,1
3815,3816,10798,141,84,1,1,20050801,4.99,1
3816,3817,11411,141,328,2,1,20050802,2.99,1
3817,3818,11412,141,491,1,1,20050802,5.99,1
3818,3819,12032,141,245,2,1,20050817,5.99,1
3819,3820,12093,141,49,1,1,20050817,2.99,1
3820,3821,12107,141,235,2,2,20050817,3.99,1
3821,3822,12353,141,349,2,2,20050818,2.99,1
3822,3823,13000,141,509,2,1,20050819,0.99,1
3823,3824,13169,141,373,1,2,20050819,2.99,1
3824,3825,13470,141,680,2,2,20050820,4.99,1
3825,3826,14059,141,444,2,2,20050820,7.99,1
3826,3827,14112,141,160,2,1,20050821,2.99,1
3827,3828,15013,141,28,1,1,20050822,4.99,1
3828,3829,15309,141,602,1,1,20050822,0.99,1
3829,3830,15964,141,56,2,1,20050823,2.99,1
3830,3831,11,142,971,1,2,20050525,8.99,1
3831,3832,148,142,924,2,1,20050526,0.99,1
3832,3833,575,142,973,1,1,20050528,9.99,1
3833,3834,1268,142,795,1,1,20050615,1.99,1
3834,3835,3214,142,169,2,1,20050621,2.99,1
3835,3836,3492,142,218,2,2,20050705,2.99,1
3836,3837,4497,142,434,2,2,20050708,4.99,1
3837,3838,4531,142,683,1,1,20050708,4.99,1
3838,3839,6522,142,855,1,1,20050712,0.99,1
3839,3840,7764,142,773,2,1,20050728,2.99,1
3840,3841,8513,142,693,2,2,20050729,2.99,1
3841,3842,8623,142,101,1,2,20050729,4.99,1
3842,3843,9020,142,370,1,1,20050730,7.99,1
3843,3844,9131,142,135,2,1,20050730,2.99,1
3844,3845,9419,142,968,1,1,20050730,5.99,1
3845,3846,10934,142,973,2,2,20050802,5.99,1
3846,3847,11244,142,750,1,2,20050802,5.99,1
3847,3848,12964,142,625,2,1,20050819,0.99,1
3848,3849,13044,142,176,1,1,20050819,0.99,1
3849,3850,13745,142,280,2,2,20050820,0.99,1
3850,3851,13959,142,494,1,1,20050820,0.99,1
3851,3852,14116,142,512,2,2,20050821,4.99,1
3852,3853,14813,142,738,2,2,20050822,0.99,1
3853,3854,15333,142,400,1,2,20050822,2.99,1
3854,3855,15477,142,525,2,1,20050823,1.99,1
3855,3856,15454,142,647,1,1,20060214,0.99,1
3856,3857,221,143,783,1,1,20050526,2.99,1
3857,3858,312,143,437,2,1,20050526,2.99,1
3858,3859,1898,143,630,2,2,20050617,1.99,1
3859,3860,1942,143,58,2,1,20050617,4.99,1
3860,3861,2251,143,319,2,2,20050618,3.99,1
3861,3862,2574,143,730,2,1,20050619,0.99,1
3862,3863,2588,143,791,2,1,20050619,4.99,1
3863,3864,4031,143,680,2,1,20050707,7.99,1
3864,3865,4221,143,998,2,2,20050707,0.99,1
3865,3866,4585,143,354,1,1,20050708,7.99,1
3866,3867,6076,143,389,2,2,20050711,6.99,1
3867,3868,6207,143,708,2,2,20050711,4.99,1
3868,3869,8312,143,870,2,1,20050729,0.99,1
3869,3870,8335,143,374,2,1,20050729,0.99,1
3870,3871,9889,143,623,2,2,20050731,1.99,1
3871,3872,10118,143,269,1,1,20050731,0.99,1
3872,3873,11278,143,214,2,1,20050802,6.99,1
3873,3874,11651,143,805,2,2,20050817,6.99,1
3874,3875,12408,143,514,1,1,20050818,2.99,1
3875,3876,13835,143,817,1,2,20050820,4.99,1
3876,3877,15250,143,470,1,1,20050822,5.99,1
3877,3878,16029,143,212,2,1,20050823,4.99,1
3878,3879,323,144,514,2,1,20050527,2.99,1
3879,3880,345,144,305,2,2,20050527,2.99,1
3880,3881,1814,144,8,2,1,20050616,5.99,1
3881,3882,1943,144,942,2,1,20050617,0.99,1
3882,3883,2756,144,719,1,1,20050619,4.99,1
3883,3884,3019,144,109,2,2,20050620,4.99,1
3884,3885,3145,144,478,2,1,20050620,2.99,1
3885,3886,3321,144,380,2,1,20050621,2.99,1
3886,3887,4726,144,953,1,1,20050708,6.99,1
3887,3888,4818,144,23,1,2,20050708,3.99,1
3888,3889,5049,144,733,2,2,20050709,0.99,1
3889,3890,5374,144,210,2,2,20050709,8.99,1
3890,3891,5408,144,694,1,2,20050709,7.99,1
3891,3892,5526,144,853,1,2,20050710,7.99,1
3892,3893,6614,144,659,2,2,20050712,7.99,1
3893,3894,6791,144,327,2,2,20050712,9.99,1
3894,3895,7378,144,725,2,2,20050727,5.99,1
3895,3896,7566,144,391,2,2,20050727,2.99,1
3896,3897,7830,144,981,1,1,20050728,0.99,1
3897,3898,7858,144,220,2,1,20050728,3.99,1
3898,3899,8459,144,755,1,2,20050729,5.99,1
3899,3900,8983,144,406,2,1,20050730,0.99,1
3900,3901,9034,144,842,2,1,20050730,7.99,1
3901,3902,9098,144,281,1,1,20050730,3.99,1
3902,3903,9174,144,578,2,2,20050730,4.99,1
3903,3904,9714,144,335,1,2,20050731,0.99,1
3904,3905,10302,144,233,1,1,20050801,0.99,1
3905,3906,10593,144,411,1,1,20050801,4.99,1
3906,3907,10740,144,706,2,1,20050801,5.99,1
3907,3908,10951,144,37,2,1,20050802,4.99,1
3908,3909,11228,144,561,1,1,20050802,2.99,1
3909,3910,11476,144,159,1,2,20050802,6.99,1
3910,3911,11534,144,527,1,1,20050817,7.99,1
3911,3912,11859,144,93,2,1,20050817,4.99,1
3912,3913,12087,144,72,2,2,20050817,2.99,1
3913,3914,12733,144,714,2,2,20050818,2.99,1
3914,3915,12858,144,664,1,1,20050819,3.99,1
3915,3916,12980,144,403,2,2,20050819,6.99,1
3916,3917,13881,144,621,1,2,20050820,2.99,1
3917,3918,14159,144,709,2,2,20050821,2.99,1
3918,3919,15017,144,866,2,1,20050822,1.99,1
3919,3920,15753,144,757,1,1,20050823,7.99,1
3920,3921,500,145,982,2,1,20050528,0.99,1
3921,3922,2271,145,527,2,2,20050618,4.99,1
3922,3923,2614,145,901,1,2,20050619,0.99,1
3923,3924,3647,145,823,2,1,20050706,5.99,1
3924,3925,4201,145,805,2,2,20050707,8.99,1
3925,3926,4364,145,2,2,1,20050707,4.99,1
